Review,Label
"Though not unsatisfying, in the end this latest instalment of the Batman saga fails to live up to the hype generated mostly by Heath Ledger's untimely death, and the general expectation of his delivering an epoch-making, fatal performance, the Joker being the agent of doom in the way the Requiem was for Mozart. Well, much like Mozart's Requiem, the performance is impressive, yet charged with mannerisms, and not as nuanced and masterly crafted as previous specimens of his art - Brokeback Mountain to name one. In a sense all the depth and menace of the Joker is plastered in his make-up and no acting can be much more menacing than that, a blurred manifesto of sick behaviour in which every option is simultaneously on display, a mask that would have incapacitated any actor to play with the range of fearful transitions from suavity to ferociousness that make Hopkins's Hannibal so memorable. And, as a villain, or better, as the purported incarnation of evil in its purest form - Chaos - the Joker is too evidently a monster to be really seductive and infectious, therefore there is no real interaction between him and the ""goodies"", who can only reject him entirely, even if in the war on terror they are forced to adopt draconian measures, blurring themselves the boundaries between good and evil. And here lies the major weakness of the movie: when loading a summer blockbuster based on a comic-book superhero with moral metaphors and statements on contemporary society one has to keep a balance between adult/thoughtful dialogue and its visual counterpart. Having deliberately refused to compete with other action movies on the grounds of choreographically elaborated fighting sequences, the Dark Knight needed a major dose of lethal fireworks: after all here more than anywhere else you have to see chaos at work. But this is something the morality of the director refuses to deliver: a hospital is blown but no one is injured - no carnage, no collective madness - and after the Joker disappears from the screen all excitement is gone, that is to say for the last thirty minutes. The transformation of Aaron Eckart's Harvey Dent into the promising new villain Two-Face is then totally wasted away, and he dies after having only just shot a corrupted cop and threatened to take revenge on the family of the actual culprit of many deaths; not very much for a final showdown, and quite a weak re-run of the metaphysical fight between good and evil.",1
"Even after 10 years,this movie is still unbeatable in its respective genre.Heath ledger iconic portrayal of the joker is unparalleled. There is no any other movie in which the antagonist influenced so much of the movie.Believe me,Heath just nailed his character.its an amazing story concerning about human psychology and its reactions when pressured till the breaking point.this movie will be studied in film schools.this movie is like booze,gets better with time.Mark my words,this movie is the shining kohinoor of the superhero genre, shining,flawless and unparalleled.",1
"Shawshank Redemption (1994)The short of it: I asked some students what their favorite movie was, and some of them (many of them) said, ""Shawshank Redemption,"" and I said, ""I haven't even seen it."" And they assigned it to me as homework. I started watching, and after about twenty minutes I realized I had, in fact, seen it before.That's how memorable it was for me.I also see that Shawshank has the highest user rating of any film on IMDb. What do these other intelligent, movieloving people see that I don't? I wish I could know, but I can't except by reading their comments. And here, then, finally, is mine.First of all, I don't think it's a terrible film, despite all the picking I do. I'm trying to be analytical. But when I take one aspect and think about it independently, and compare it to other movies I like, it starts to look weak for specific reasons, which is good to know. Please don't read further if you just want a confirmation of why this is a great film. In brief, I don't think Shawshank probes, invents, or seduces aesthetically. It's just a nice story well told.First, that story. Stephen King is a successful writer, to say the least, and a really good ""wordsmith."" His stories work with simple conflicts, and they are plot driven--one thing happens, another thing happens, a third thing is almost necessary to have happen, a twist, a turn, and always, from what I can tell, a nice wrap up. That's pretty much the plot in Shawshank. There is almost no depth to the characters--they are stereotypes, not made of foamcore maybe, but flimsy. There is the evil warden, of course. There is the thoughtful black man who everyone likes, played by Morgan Freeman (who narrates), and the thoughtful white man who doesn't like anyone (at first), played by Tim Robbins.Of course, it goes from there, but really, the ""twists"" are old ones. The plot is the framework for something I found more irritating, and that was a slightly glib tone. The story was not really ""realistic"" in any sense, though the trappings of actual prison life are all there, from rape in the back room to corruption in the front office. Maybe as a ""fable"" it can get away with its airiness, right up to the final happy ending. It might not need any grounding in reality. As a fable it would naturally avoid complexity, or even anything independently interesting. What I mean is, maybe the journey through these familiar clichés, done with a fuzzy, congenial ease, is self-satisfying on purpose. And therefore Shawshank Redemption is heartwarming and enjoyable, to use two words that are as exciting together as milk and warm.But it was this breezy tone that made it unwatchable for me. I had to fastforward through a few parts in the second half (it was my second time seeing it). It seemed that nothing happening! Nothing I hadn't seen before in other movies. It struck me not as mythic or spiritual (those are words people use) but as false, as anti-meaningful because it's obvious, familiar, comforting.The film-making? Let's tick off some basics. Editing: conventional, and downright slow. You can argue the pace was leisurely and luxurious to draw the viewer in. Or you can say it's drawn out and sluggish.Music: functional and familiar, ""movie music"" pure and simple, in its lush seduction, which is offputting once you pay attention to it directly.Script: hmmmm. The writing is not distracting or ""bad"" especially, but that's hardly a recommendation. It gets the information across. But really, read some lines, repeat a few scenes out loud. There are those now famous lines, about everyone being innocent and so on, but most of the movie doesn't crackle--even other Hollywood heartwarmers like Die Hard have more inventiveness. Isn't Shawshank presenting Hallmark sentiments?Acting: exactly what the film needed for its pace and intentions. No faulting Freeman or Robbins there.Photography: professional. If there was a movie crying out for some great filming, this is one, with a great interior to exploit and some good night scenes. But the camera work is functional, with a few moments of higher drama (the prisoner getting shot from above, the escape sequence). But look how often the scenes are just filmed ""nicely"" so that we enjoy being there. Maybe this is the idea, to be caressed and not assaulted--it's not an action adventure film, so I don't expect to be shocked. Direction: finally, the lynchpin person here needs to be accountable. Oh, I'm sure Frank Darabont doesn't mind the cult status of his movie, but he probably knows he is no auteur, but rather rode the coattails of a lot of talented craftspeople around him. But those other people all had to count on him to ask for (and deliver) something with more originality, beauty, surprise, depth, and compactness than the Shawshank we have. It's not a shame, obviously, that we have what we have, because so many people love it, really really love it. I didn't care for his other well known film either, The Green Mile, and so again, it's just what you want from your two hours of absorption.But it brings me back to where I started, which is to realize that there are all kinds of viewers, and movies to match. This one didn't go the places I need a great movie to go. It's not a bad movie, not at all. In fact, this might be a classic example of a movie being much more than the sum of its parts. But, still, even the whole strikes me as flip and easy-breezy, obvious as child's lie. It is content to be superficial, and I, personally, am not.",1
"I don't normally comment on films on this site, but when I saw that this movie was rated by users as the #1 movie of all-time, I had to set the record straight.Yes, while this is a good movie with great cinematography and a great performance by the late Heath Ledger, it is far from being the #1 movie of all-time. It is not even the #1 movie of the summer (Iron Man, for one, was better). Nor is it the best movie in the series (Batman Begins is better). There are plot holes galore and the chemistry between Maggie Gyllenhall's character and Batman/Wayne and Dent is simply lacking.Those who rate this movie #1 all-time clearly have not seen Raging Bull, Clockwork Orange, Rear Window, Casablanca or any number of other all-time great films. This movie should not even be in the top 200 all-time.Good...but not the ""masterpiece"" other users suggest it is.",1
"What do our minds tell us when we see something we don't want to see? We wish they were dreams, just made up images caused by chemicals in our brains. Dreams are extremely powerful, and this was displayed in Inception with great force. It shows what can happen and what can't happen with our thoughts; things we want to see, things we don't want to see, and things we have to see. They also conjure up our imagination more than anything in our lives can force to do. We create our own little worlds and certain things happen in those worlds. All of this is pretty much explained in the film and it keeps your interest extremely well. All of the situations and different places and things that happened throughout the movie really showed how powerful dreams and our imaginations are. The performances didn't par up with the great story telling and production value but they were still great nonetheless. I highly recommend this movie to anyone to wants to think deep and to be taken into another world for 2 1/2 hours.",1
"According to the official studio synopsis, David Fincher's film is described: ""A ticking-time-bomb insomniac (Edward Norton) and a slippery soap salesman (Brad Pitt) channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town - until a sensuous and mysterious woman (Helena Bonham Carter) comes between the two men and ignites an out-of-control spiral toward oblivion."" Meatloaf again. As you'll discover, the film's official synopsis isn't even remotely correct; but, it's a good way to ""sell"" ""Fight Club"". This film is violent and *pornographic* - this is a WARNING - but, except for Jared Leto's silly putty face make-up, the cast cleans up well. The beatings are brutal, but help make the film's point, and are a part of the protagonist's madness. ""Fight Club"" is a comedy about the lead character's rejection of society's domestication of his life. Or, it could be about something else...To Be a Man.The film received an ""Academy Award"" nomination for the ""Sound Effects"" by Richard Hymns and Ren Klyce (beaten by the first ""Matrix"" and the latest ""Star Wars""). ""Fight Club"" is excellent in many ways, but isn't (and shouldn't be) as polished a ""production"" as 1999's big winner, ""American Beauty"" - a film which opened simultaneously, and presented critics with more palpable male angst. ""Supporting Actress"" Carter deserved some consideration for her memorable ""Marla""; she even sings gets in a few lines from the ""(Theme From) Valley of the Dolls"".********** Fight Club (9/10/99) David Fincher ~ Edward Norton, Brad Pitt, Helena Bonham Carter, Meat Loaf",1
"I didn't know how to take this movie.  I started falling asleep halfway through, then had to stop and watch the rest the next evening (on DVD).  I have to say, I thought about it all the next day, and couldn't wait to see how it ended!  The end was marvelous, and this movie was not what I expected!  I really didn't care if I ever saw it, but my wife went and rented it-- the next thing you know, I'm hooked!  Meat Loaf gets better and better- give him more stuff!  Brad was, as usual, a throwaway, but Norton was superb!  And I kinda liked scary-girl (she could have been played by anyone, like Brad).  But the one thing that really made me smile, was the deliberate mis-casting of Pitt- it lent the character more substance... I don't want to give anything away, but by casting a Hollywood ""heavy"", it added to the effect!  (If you saw it, you know what I mean).See this movie. period.",1
"Pros:
Very cool, well written characters, Joker is pretty stand out, good villain and cool ideology
Acting is impressive from most of the cast, very few actors are not able to properly portray their given characters
Some very good action, especially in the tunnel
Tasteful cinematographyCons:
Hong Kong scene was boring and useless
Batman kills dogs
A touch long, Harvey's arc should've began in the previous movie perhapsBest part: Joker's incarceration, the character is still always in control even while in a prison cell
Worst part: weird CGI sonar parts, hurt my eyes",1
"This film can be either a persons favorite film, or they hate it and will hate anyone who gives it the slightest thumbs up. Whatever group that you fit into, you will at least agree that it is a movie that has created a whole new type of genre. The cast is led by the mysterious Tyler Durden (played by the always brilliant Brad Pitt), this characters back story is never fully explained. It is a physiological thriller throughout the whole film. I will tell you two watch this twice, not because of the start or the middle, but for the end. The first time you see this you will no doubt be shaking your head and saying ""What just happened?"" The second time that you sit down and watch this, you will notice a lot of little signs, giving hints to what is going to happen at the end. I would personally think that nearly everyone would simply over look these small easily missed details, but the second time around, keep a look out for them.Fight Club (the title) gives away only part of the film, but what the title does give away is the most brutal part of the film. Some of the fight scenes, without giving the movie away, are brutal. This is not a film that anyone under the age of fifteen should be watching. This is mainly because of the ending. I'm sure kids who watched it these days would laugh at the fight scenes, because they've grown up watching CGI fight scenes.I really believe that, whether you love the movie or hate it, you should definitely watch it. It is not a movie that is easily forgotten.",1
"When I was going to watch it for the first time, my friends (who had already seen it) challenged me to try to understand the movie on my first viewing. I immediately accepted the challenge. I started with a goal to accomplish what the movie meant, and largely accomplished that goal. I say largely, because the very beginning of the movie confused me and it took me a few rewinds to understand what was going on.The cast was great, the story unique. A thief who runs a racket of sneaking into people's dreams and stealing ideas and secrets is hired by a rich dude who wants the former to enter into a business rival's head. Only this time, he has to 'plant' an idea, not steal, which has never been done before. What follows next is a typical hiring process of accomplices reminiscent of heist movies like Ocean's Eleven along with complex planning and almost flawless execution.Mr. Nolan is known for his non-linear story-lines, and this one is no different. The story is relaxed, but requires too much thinking on the viewer's part to grasp what the heck is going on. If you are one of those who leave your brains back at home while watching a movie, believing to just 'go with the flow', then this movie is not for you. It requires utmost attention, grasping every dialogue.
It's like solving a math problem. You cannot reach the next step unless you understand the current one.Having said that, I would say I immensely enjoyed the movie, and it was a truly unique story-line unlike any other movie I have ever seen. As a sci-fi fan, I liked this movie a lot, and it ranks right up with the greatest movies of all time.",1
"I had to watch the Joker two times to feel i have given the movie what it deserves. I might do a third one. This is how much i liked it. When I saw people started to compare the two Jokers performances, i decided to watch the 3 batman movies. Man, heather was out of this world, and his performance is a masterpiece. He deserved every award he received. However, it is not a fair comparison between the two jokers. Each gave the role what it takes to make it a masterpiece. Seeing how crazy the joker in batman movies, then understanding how and why he got crazy from the Joker movie, they all fit together. Great job by all.",1
"Wow, when I went to see this movie I didn't know what to expect. I'd been following it since the day it was announced and was incredibly hyped up for it. Batman Begins is one of my most favourite movies of all time and I knew it'd be a huge effort to top it.Then I saw it, and this movie blew me away! It was outstanding in every aspect with no flaws. Even though it was lengthy, I was entertained every second (but personally I enjoy long movies, as long as their not boring crap. To put it bluntly? anyway). I still think Batman Begins had a slightly better storyline, this one was still amazing. Batman Begins had the upper edge, as beginning stories are easier to write. Sequels are always hard to write and normally don't surpass the original. This one did. As they focus on the building of other characters, not just rebuilding the Batman.Some might say what makes this movie is Heath Ledger's amazing performance of the Joker, which is legendary, is what makes this movie, but if you took it out ever other part is amazing.This is the kind of movie that makes you think you can have your pie and eat it as well. In fact I'm going to try that now.10/10 and rightly deserved.",1
"a very great one, with so many moments burned forever in my memory... this is a movie about hope and about staying yourself, even under such circumstances it perfectly mixes the best use of a narrator voice i have watched so far with beautiful and still very honest pictures and great dialogs, telling the story of a man thrown into prison for a crime he did not commit. despite all the pain he meets there, all the hopelessness those high gray walls suggest he manages to preserve his hope and humanity, even to do something good for the people around him. i couldn't imagine a better cast for it, especially liked Clancy Brown as a nasty, sadistic Captain, but all were great. this is one of the few movies i know being better than the books they are based on - in this case it's not that difficult in fact, with the novel being rather mediocre and a bit boring somehow. and for sure this is the best movie based on a Stephen King novel. watch it and tell me it could not touch you Andy Dufresne: (in letter to Red) ""Remember Red, hope is a good thing, maybe the best of things, and no good thing ever dies.""a very great one, with so many moments burned forever in my memory...this is a movie about hope and about staying yourself, even under such circumstancesit perfectly mixes the best use of a narrator voice i have watched so far with beautiful and still very honest pictures and great dialogs, telling the story of a man thrown into prison for a crime he did not commit. despite all the pain he meets there, all the hopelessness those high gray walls suggest he manages to preserve his hope and humanity, even to do something good for the people around him.i couldn't imagine a better cast for it, especially liked Clancy Brown as a nasty, sadistic Captain, but all were great.this is one of the few movies i know being better than the books they are based on - in this case it's not that difficult in fact, with the novel being rather mediocre and a bit boring somehow. and for sure this is the best movie based on a Stephen King novel.watch it and tell me it could not touch youAndy Dufresne: (in letter to Red) ""Remember Red, hope is a good thing, maybe the best of things, and no good thing ever dies.""",1
"I'm not an English major so take this as it goes - I'm gonna try and make this quick. My favorite movie of all time is T2 and Jaws...but this film...man if I had to pick one...JUST ONE...this would be it. Sure its based off a book but goddamn is it amazing. The acting, the set design, the cinematography...EVERYTHING...literally...NOTHING is wrong with this film. The Score, the story, the pace...EVERYTHING. After my house fire I had two years ago I felt like Andy...everything taken away from him...nothing but himself and what was inside (a reference to him and Mozart remember?) ....as time went on I learned that its not the physical items in your life but what you have inside. Even though I had seen the film more times than most...a few days after the fire...and a few days of drinking and self pity(rightfully so) I was inside my hotel room and said screw it and watched the flick. Get busy livin...or get busy dying......THATS GOD DAMN RIGHT! I owe a lot to this film both before and especially after the fire. If you don't think of it as AT LEAST one of the top 5 movies of all time...you better have one good damn reason. R Smith Cape Cod, MA wink emoticon",1
"Palahniuk talks about the modern man who enslaves himself for all the wrong reasons. The story is a criticism on the consumer-driven world we are living in, about the ties in our lives which are mostly material, society, and about our dreams to one day say and do what we mean and want - it's about freedom and a way to achieve it, or at least rebel against the status quo. The movie is an introspection, and a close and cynical observation of the exterior world, where we stand in it, It's a glimpse into the reality of things. It's smart, and an eye opener.The movie itself is perhaps Fincher's best, dark, stylish and brutal. It made me want to punch certain aspects of my life in the face and in many ways changed the way I react to things. And by the way, has anyone else seen the multiple subliminal frames in which Tyler appears before he actually appears? - have you never almost seen him in your everyday life? Cause I have!",1
Great movie thats pne of my favorites and would reccommend to all,1
"A Master Piece! Nothing can be better than that. Story, Drama, Emotions, Suspense everything was there and perfectly decorated! A must watch at least Twice! The cast has been picked very carefully and the roles assigned to them have been perfectly played. The End, its incredible and pretty unpredictable. Hats off to the writer, director, actors and the entire team.",1
"I remember back in 1999, I saw a commercial for this movie on TV. Like many others, I blindly watched the commercial and somehow assumed that it was some stupid action flick that somehow got popular actors in it. "" Fight Club? What kind of stupid movie title is that?? Why would you want to hurt yourself like that"". While it did only okay in the box office, eventually it became a cult classic. I saw part of it on a Movie Channel a few years after it was released, and really liked it but I hadn't seen the whole thing. A message board I went to ranked it as the best movie of all time. I had seen it on many top 100 movies list and I hadn't realized until then how loved it was. So then I saw it again, and I was blown away.  This is now my favorite movie ever.The movie mixes genres....it's like a crazy mix of a Drama, Black Comedy, and a Thriller. And that's one of the many reasons why it's so great. The beginning of the movie shows the Unnamed Narrator ( Edward Norton) struggling through life. He is wealthy, but seems to think his life has no puprose. He works in the day, goes home, and spends all of his money on possessions and expensive things that he does not need. He is a slave. He is also cursed with insomina. Eventually, he finds freedom and hope by going to support group meetings for people with diseases. This helps him sleep and makes him go on with life like a normal person. Until Marla Singer ( Helena Bonham Carter) starts attending support group meetings, and like the Narrator, she is a faker. With another faker, the Narrator can't cry at the meetings to be happy or sleep at night. So they agree to split up there meetings. One day, he meets an odd but flamboyant fellow named Tyler Durden ( Brad Pitt) on an airplane. Tyler is everything he isn't, but in many ways is everything that he wants to be. The Narrator's condo blows up, and has no where to go, until Tyler lets him live at his delapitated house where he makes soap ( He is a soap salesmen and other jobs include a projector who splices porn into children movies and a waiter at a hotel). On one night, Tyler asks the Narrator to him..."" as hard as you can"". The Narrator finds this dumb, but they enjoy themselves and find out that fighting is the cure from society and coporate consumurism. They eventually start "" Fight Club"" together..and meet in basements of bars to free themselves.
Things are perfect for a while, until Tyler loses control and what was once a Fight Club turns into what could be compared to a terrorist organization , and it's up to the Narrator to stop it all...you will find this out when the shocking twist is revealed, as it changes the movie forever and turns it into one of the most re watchable movies ever. The second time you watch it, hidden messages and subtle references are made vivid to the viewer , and therefore, to me it's one of the best movies ever. It's brutal , funny, and touching at the same time. Fight Club is also one of the most quotable movies ever.."" Things you own...end up owning you"""" This is your life..and it's ending one minute at a time"""" Put a gun to my head and paint the walls with my brains"""" On a long enough time scale, the survival rate for everyone drops to zero"""" Without pain, without sacrafice, we'd have nothing"""" You are the all singing, all dancing crap of the world"""" It's only after we've lost everything that we're free to do anything""",1
"A lot of people I know have never even heard about this film.
Good to see the system works",1
"Absolute banger and 354 halves
story is a dab
characters are a yeet
music is a u mom gay
overall is a watch now gai boi",1
"This is a movie that goes beyond a lone superhero fighting comic book villains in a fictional city. Its a brilliantly directed masterpiece that will leave you gasping and starring at the screen when the credits roll. Like the first movie Christian Bale brings his strong persona to the billionaire Bruce Wayne who uses Batman as a symbol to bring justice in Gautham.However this movie isn't just about Batman, its also centered around someone else, someone far more complicated and dark. The Joker.Nolan and the late Heath Ledger give the Joker a dimension I have never seen before in a villain. Ledger's performance is nothing short of brilliant, breathtaking and aw-inspiring; almost as if he is drawing upon the demons within himself to portray the Joker. He is the most believable villain I have ever seen on the Big Screen and he will scare you from the first time he appears in the movie. As brilliant as Christian Bale is in the movie he is over-shadowed by Heath Ledger as the Joker. Every time the Joker is on screen the movie has a feeling of its own. It moves away from being an action flick based on a comic and becomes something much more dramatic and complex. Like Batman you get lost trying to figure out the joker and reason behind his demented personality and his haunting crimes. If Heath Ledger doesn't get an Oscar for this role I don't know who will.Other supporting actors also provide strong performances. Aaron Eckhart is very good as Harvey Dent/Two face and Michael Caine and Morgan Freeman as always do a great job as well. The only week link in this movie for me was Maggie Gyllenhaal, like Katey Holmes in Batman Begins she doesn't quite hit the nail on the head.Nothing I can say in this short review will give you the true idea of how good this movie is or what its is really about. Its so much more that any of the previous Batman movies. Its a perfect balance of action, drama, suspense and quite brilliant acting and direction. This movie is a must see whether you are a Batman fan or not because the chances are that by the end of it, you will be standing and applauding.",1
One of the best films of all time. No doubt. 10/10,1
"I went to see Inception in the theater, and for the second time in my life experienced the feeling of desperately wanting to get up and walk out so as to salvage at least part of the evening. Had I been sitting on the aisle I certainly would have. As it was, there was no choice but to sit through the whole excruciating thing, hoping beyond hope that it would end and put me out of my misery. I know others have rated the movie highly, and I respect their opinions. At the end of the screening I went to, many of the folks leaving seemed to have really enjoyed it. Personally, though, I think it was just awful, for three reasons: the stakes, the villains, and the writing. Comparison with The Matrix series is inevitable, because here - like in The Matrix- we have action taking place in the ""real"" world and a ""dream"" world. Inception takes the Matrix-like concept and adds to it with multiple dream worlds, and dream worlds within dream worlds. That idea has the potential to be interesting, so due credit there. The first problem, though, is that the stakes in Inception are too low. In The Matrix, success in the dream world means saving all of humanity from enslavement. OK, that's a goal I can get invested in. Here, success in the dream world means two things: a) the Leo DiCaprio character gets to see his kids, and b) one big energy corporation gets an advantage in the market over another big energy corporation. Ho hum. (Now, don't get me wrong - it's possible to make a movie where the audience gets invested in a father-child relationship, and an emotional journey comes to have high stakes. To do that, though, the movie has to work to develop the emotional elements of the characters and the story, which Inception doesn't do. There's so much sci-fi gimmickry, action, and special effects that there's no room left to develop a human story worth caring about.) Well, if it's not a success as a deep character study, at least it can be a good sci-fi action thriller, right? Well, there's more hope here, but still it didn't work for me. Here the problem is the villains. There aren't any. Yes, Our Heroes do a lot of fighting, but it's against random faceless gunmen who pop up and get shot down like in a video game. Again, compare to The Matrix: the scenes with Agent Smith talking to Morpheus, and later to Neo, give us a bad guy we can really root against, which makes the good guy more fun to root for. Or in Die Hard, when Hans Gruber kills the smarmy guy without qualm, it makes Hans more evil and makes it more cathartic when he loses at the end. There isn't even a betrayal twist where one of our favorite characters turns out to be the bad guy. Of course, the conflict here is not man-vs-man or man- vs-nature, it is man-vs-himself; but as already noted above, that takes attention to character that wasn't paid here.",1
